name,ra,dec,dist,mag,ci,spect
,176.640045,-40.495551,9.2396,15.0,,
,176.784045,70.033328,16.9492,13.6,,m
,176.766885,-11.823506,24.6488,14.2,,
,176.919720,0.254326,15.625,13.25,,m
,176.923890,0.250991,15.625,17.6,,m
,177.079500,-11.286397,22.7273,12.9,1.46,k
,177.755625,48.376728,8.2102,13.25,1.84,m
,178.075500,10.016774,15.873,15.0,,m
,178.230225,37.719619,9.1567,12.0,,
,178.241640,24.477707,18.5185,14.6,,m
,178.319835,-7.375136,20.5634,19.4,,f
,178.305210,-31.398384,16.6667,13.61,1.7,M4
,178.471110,6.997776,14.1643,17.89,1.72,M6  :
,178.534845,9.806041,10.4058,12.77,1.69,M3.5
,178.932075,-18.909159,22.2222,14.3,,m
,179.576010,42.574754,17.8571,14.08,,m
,179.752425,42.661142,23.8095,12.07,,m
,180.170505,-13.820172,17.2414,12.74,1.55,M3
,180.166335,-13.820172,17.2414,15.0,,m
,180.418020,-12.231656,20.0,12.34,1.46,M5-6
,180.579375,28.587966,20.284,12.84,1.75,M3
,180.993330,-33.024043,16.129,14.0,,M4.5
,181.386165,69.539074,13.1579,13.07,,M4
,182.375355,-11.85559,22.7273,9.2,,K5
,182.399115,-3.555586,21.2766,13.5,,DA4
,182.490000,-46.19269,20.1126,13.25,1.56,m
,182.521080,-15.071534,8.9286,12.06,1.58,m
,182.820465,-19.972025,13.5135,12.62,1.68,m
,182.870370,57.401977,20.2429,15.79,0.58,DA9
,183.046335,48.817879,22.2222,12.91,,m
,183.088920,54.488006,15.3163,13.33,1.61,m
,183.568635,0.621346,8.4602,13.73,1.77,m
,183.608940,24.590352,24.3902,12.16,1.48,m
,183.868830,39.187819,25.0,11.89,,m
,184.213575,2.969223,21.7391,13.28,1.62,sdM3
,184.213575,2.969223,21.7391,15.32,0.38,DA s
,184.244955,31.156772,19.6078,14.15,1.62,dM4-5e
,184.688280,29.759332,15.3846,16.32,1.98,m
,184.751670,11.125205,6.5402,13.81,1.88,dM   e
,185.107770,0.583856,15.873,10.1,1.47,M0 V
,185.764530,-46.626819,14.4928,13.62,1.61,k
,186.654735,-66.212707,12.0482,13.97,0.4,DA/F
,186.738660,27.017083,23.8095,14.88,1.73,dM5  e
,187.221345,-10.664672,12.0482,10.96,1.51,M2
,187.217175,-10.664674,12.0482,11.0,,g
,187.262775,41.730565,14.2857,12.9,,m
,187.378380,-56.000517,15.3846,13.27,1.62,M4
,187.320180,53.545068,21.7865,14.21,1.55,m
,187.320165,53.550068,21.7865,18.0,,M5.5-6
,187.365315,22.996796,21.7391,14.18,1.6,dM5
,187.477725,-5.457326,16.6667,13.0,,M3.5
,187.477725,-5.457326,16.6667,14.25,,M3.5:
,187.519545,-13.393601,24.9813,9.2,,
,188.086740,31.598344,24.3902,13.22,,m
,188.103915,20.393349,21.2766,12.9,1.56,M4
,188.321670,9.020714,4.3066,13.04,1.83,dM5.5eJ
,188.321670,9.020714,4.3066,13.3,,M7
,188.906550,-34.904828,16.129,11.91,1.6,
,189.094785,-4.378893,23.2558,13.1,1.6,M3: V
,189.691935,-49.818389,16.5563,13.96,0.18,DA6
,189.706755,-38.374865,7.1942,12.74,1.69,M4
,189.695970,-4.324554,19.802,13.52,1.6,m
,189.932790,25.513292,21.2766,14.81,1.63,m
,190.412565,-1.449235,11.8301,3.52,,F0 V
,190.583610,-71.631105,17.5439,13.5,,k-m
,190.405845,48.239716,22.7273,11.66,,m
,190.410000,48.239719,22.7273,14.8,,m
,190.640760,77.889024,19.6078,15.84,1.86,m
,190.899450,25.105443,18.5185,12.96,1.63,dM4
,191.449890,52.922294,21.7391,14.42,,m
,191.790540,-3.571474,19.2308,12.63,1.54,M3
,192.040740,47.224683,24.3902,13.65,,m
,192.070995,58.341175,18.5185,15.56,,DC8 :
,192.522735,55.099317,15.1515,12.31,0.03,DA4
,192.537015,54.785315,24.8756,17.82,1.5,DC9+
,192.645240,26.923617,25.0,14.14,,m
,192.851130,22.103967,25.0,12.97,1.6,dM4
,192.871905,22.117322,25.0,14.28,1.72,dM3-3.5
,193.984050,50.923353,20.2429,14.4,1.74,m
,194.414520,35.22144,18.093,13.2,1.64,dM4  e
,194.756835,-9.833879,21.0084,12.5,,
,194.850030,7.731934,19.2308,16.0,,m+
,195.017310,-5.630631,16.3934,12.54,1.56,M3.5
,195.037830,3.476887,15.6495,15.79,0.64,DC9
,195.140715,5.685534,8.1433,13.4,1.75,dM5  e
,196.564230,20.728141,18.5943,14.9,,
,196.695960,30.859355,16.6667,15.48,1.86,m
,196.759380,20.815405,6.4103,12.58,1.62,m
,197.209290,16.367638,25.0,12.99,,m
,197.329275,-40.151517,16.129,12.86,1.6,M3.5
,197.394855,28.984276,15.873,14.18,1.72,dM5
,197.495835,17.528977,14.3246,5.17,,F5 V
,197.838825,28.560864,20.0,15.89,1.86,m
,197.944200,25.340224,24.3902,15.75,1.79,m
,197.119050,85.041151,18.3486,16.0,0.78,DC9
,198.247245,-47.469579,14.7929,17.05,1.4,DC9+
,198.271305,20.190128,17.8571,13.02,1.58,dM
,198.523980,3.89873,21.7391,13.48,1.64,m
,199.073445,-73.133587,23.2558,13.05,,m
,199.141275,27.872232,15.9236,13.26,1.65,m
,199.212555,17.015914,11.2271,9.6,,M1 V
,199.221960,23.16849,22.7273,11.69,,M2
,199.506315,2.234318,14.7059,12.97,,m
,200.014095,-35.402311,17.5439,12.8,,M3.5
,199.939275,47.777059,10.3724,9.8,,
,200.397480,3.765871,22.7273,11.9,,m
,200.737290,24.4648,13.7931,12.93,1.62,M3.5
,200.906955,-25.912612,12.6582,12.9,,m
,200.887260,29.237121,18.5288,9.8,,dK6
,200.984940,54.920471,24.1546,3.95,0.13,A1 m
,201.829590,-31.178275,16.6667,13.6,,M4
,202.087995,-2.358662,14.1603,13.69,1.68,M4
,202.339905,11.440016,19.305,12.13,1.46,M5
,202.609800,-52.058625,21.7391,13.1,,m
,202.511190,-8.708398,14.8368,14.25,1.65,M4  :
,202.629930,19.157206,14.4718,14.73,1.8,
,202.943790,29.27375,7.9365,11.95,1.57,M4  e
,202.960815,23.388184,20.0,12.26,,m
,202.994355,31.133052,20.7039,11.3,,
,203.186055,16.810196,13.7627,12.3,,dM3.5e
,203.600355,-26.371338,17.8571,14.0,,m
,203.704320,20.193216,23.8095,13.77,,m
,203.853750,-0.389409,20.8333,10.28,1.44,K7 V
,204.135135,3.679643,8.1833,14.65,0.95,DZ9
,204.231090,22.966006,23.8095,12.66,,m
,204.464280,48.137435,21.901,11.0,,
,204.418680,48.137345,21.901,14.46,1.66,m
,204.655530,25.828732,20.0,12.56,1.52,M3
,204.723630,-2.263519,18.8679,12.12,1.58,M3
,205.046550,43.772575,16.1031,12.76,1.64,M3
,205.072530,47.208293,22.1729,15.3,1.73,m
,205.300110,30.031954,22.3214,15.83,1.75,m
,205.384575,14.823095,23.2558,12.09,1.5,k-m
,205.541160,-16.006068,12.1951,13.5,,m
,205.753845,9.073041,19.6078,13.09,,m
,206.200230,-54.106532,13.8504,12.5,1.54,k
,206.121915,51.683869,24.3309,12.3,,M3
,206.510115,57.007429,23.8095,13.3,,DA3
,206.927340,-32.432276,14.4928,9.12,1.36,
,206.815125,17.455782,15.5958,11.0,,M2
,206.850855,10.360438,19.8807,15.08,0.38,DA7
,207.056490,23.61286,11.9904,15.32,1.96,dM4  :
,207.015000,23.579437,11.9904,15.65,1.1,DC9
,207.201615,4.100193,16.3934,14.34,,m
,207.252555,2.79116,14.7059,11.19,1.57,M2:
,207.265425,26.978358,13.6519,8.03,,dK6
,207.681210,-21.691517,20.8333,12.72,1.56,M2.5
,207.827175,-53.538841,20.0,12.9,,m
,207.717645,36.737029,17.5439,13.65,,M3.5
,208.153020,14.418929,16.129,11.63,1.5,M2
,208.315230,-9.277593,20.8333,14.6,0.21,DA6
,208.218555,66.816623,15.625,15.69,1.9,m
,209.086530,-28.064498,18.8679,15.3,,m
,209.560545,12.578441,13.1579,12.26,1.66,M3
,209.781375,-23.559005,20.8333,14.93,0.32,f-g
,209.793270,-19.835763,8.9286,13.0,,K2 :
,210.620715,-21.011248,19.6078,13.19,1.61,M3.5
,210.693885,-24.530481,23.8095,12.15,1.7,M0.5
,210.633885,46.340279,11.2233,9.85,1.48,dM3  e
,210.633885,46.340279,11.2233,9.95,,dM3  e
,212.101200,75.852102,20.7039,11.6,,M1
,213.271110,-12.026836,11.6279,13.86,1.53,dM5.5e
,213.571725,-15.354825,25.0,13.96,1.6,m
,213.608445,23.458849,23.8095,13.5,,m
,213.745020,10.410639,23.2558,12.37,1.52,M2
,213.883320,4.656888,13.9276,14.3,1.72,m
,213.822000,45.01564,16.3132,11.6,,M2.5
,214.264875,31.711595,8.6957,13.1,,m
,214.495530,-0.5265,17.2414,12.76,1.59,k-m
,214.751445,-25.815916,17.7841,13.3,,
,214.794120,-7.304328,18.4843,13.4,1.64,M3
,214.894980,-5.151874,20.7814,15.1,,M4
,215.028510,-9.621801,10.9769,12.9,1.59,M4
,215.011080,39.03691,20.4082,12.31,1.51,M0:e:
,215.311755,-1.122217,16.9492,13.15,1.66,M3
,215.265330,27.591012,23.2558,12.62,,m
,215.780490,-22.287506,23.2558,15.0,,m
,216.379365,-20.263798,23.8095,14.7,,m
,216.298455,51.830481,14.5709,11.5,1.5,M3
,216.746160,23.797525,17.2414,15.41,,DC8
,216.980940,-0.376271,16.1812,13.95,1.65,m
,216.985095,-0.374592,16.1812,14.03,1.68,m
,218.042940,-81.346391,22.7273,13.75,0.25,DA6
,217.179855,33.176703,10.5263,19.74,,dM9
,217.121505,45.907929,22.2222,16.99,2.22,M5.5:
,217.741410,-54.102901,16.3934,11.63,1.51,k-m
,217.499565,29.566208,20.0,14.66,,m
,217.674900,59.717783,9.6805,17.88,,M6.5
,218.043300,16.01323,14.9254,13.61,,m
,218.063820,49.651399,19.6078,13.26,,m
,219.212955,58.347395,14.0845,11.74,,m
,220.622415,-64.976078,16.4015,8.47,1.15,K5 V
,220.610265,19.502835,18.7266,10.08,1.34,K5
,221.144835,-22.254893,25.0,9.32,1.17,K2/3 V
,221.166000,-22.246314,25.0,16.3,,k-m
,221.853285,-17.706073,14.4928,16.48,0.94,DC9
,221.979945,-3.161989,19.802,13.28,1.63,m
,222.758700,9.721004,23.2558,8.9,,k
,222.847320,19.099249,6.6997,6.97,1.16,K4 Ve
,223.118220,12.391729,16.3934,11.61,1.52,k
,223.405890,11.569003,18.5529,15.29,1.82,m
,223.468125,23.55593,10.2218,12.7,,
,223.613670,35.548775,11.6279,12.31,,M3.5
,223.731735,41.145808,24.3902,14.67,,m
,224.160060,-28.165379,6.2112,17.05,1.34,dM8
,224.111355,17.914998,16.6667,15.5,,M5
,224.115495,17.918345,16.6667,18.6,,M7  :
,224.334420,14.981675,24.4499,14.73,1.68,m
,224.467905,56.654821,11.1857,15.53,1.95,m
,225.295590,7.162501,16.129,12.73,1.49,M3.5
,225.297750,35.453731,23.2558,12.05,,M2
,225.948675,47.653692,12.7567,5.96,,dG2
,226.240455,-21.118199,20.4082,14.7,,m
,226.092750,29.476124,22.0751,12.75,1.53,k-m
,226.461120,55.077437,18.5185,13.35,,m
,226.850400,24.934573,16.0772,10.09,1.41,K7 V
,227.518005,19.356916,14.4928,13.35,,m
,227.962890,-10.240098,14.7059,14.26,1.66,M4
,227.984280,17.954058,23.6407,13.45,1.51,m
,228.159480,45.727614,13.8889,13.35,,m
,228.459945,-1.352022,17.301,7.35,,
,229.305840,3.167462,19.6078,14.02,,DA wk
,229.798380,-12.75336,13.3333,12.58,1.52,M3
,229.828140,67.855495,22.2222,13.44,,m
,230.553420,-27.82965,16.6667,13.28,1.7,M3 :
,230.799450,30.2862,18.622,5.96,,G2 V
,230.962545,17.465257,11.7509,13.68,1.78,M4
,231.937110,-9.028458,19.8649,15.41,1.84,k-m
,232.432230,42.878934,19.5695,14.17,1.73,m
,232.908435,-26.923511,23.2558,13.7,,M3.5
,232.976520,28.851056,16.129,14.3,,m
,233.415165,46.250131,19.6078,13.58,,m
,233.627730,14.268972,20.6612,13.83,1.57,M3.5
,233.834865,17.71319,14.245,12.41,1.58,M4.5:
,233.834865,17.71319,14.245,14.99,1.81,M6
,234.145875,-37.901036,12.2549,12.8,1.6,M4
,233.942490,22.150714,18.797,12.69,1.51,k-m
,234.243720,-14.132335,13.089,12.7,1.58,M4
,234.008670,39.802139,21.8103,7.6,,
,235.006695,43.492188,13.6426,12.48,1.57,m
,235.010865,43.490538,13.6426,13.8,,m
,235.833540,-30.932534,25.0,13.1,,m
,236.007900,2.513094,14.6714,12.0,,
,237.006675,-58.185765,22.2222,11.65,,M2-3
,236.871780,-37.918439,15.2439,12.78,0.33,DA7
,237.546510,0.957751,17.8571,12.45,,m
,237.410025,34.81599,17.6678,13.16,1.64,m
,237.841095,29.516877,17.2414,13.01,1.58,M7
,238.275360,34.753129,20.5339,11.75,1.51,M3
,238.275405,34.744795,20.5339,13.18,1.53,m
,238.769655,33.846944,23.753,15.95,1.76,m
,238.881660,35.199694,10.8696,13.68,,m
,239.579820,35.406426,16.3934,12.69,1.59,M6  :
,239.961270,14.99644,25.0,13.99,1.58,m
,240.214335,40.327874,21.2766,13.12,,m
,240.599010,-25.101591,20.4082,13.2,,m
,240.432345,30.179116,16.3399,12.51,1.56,M3
,240.470955,30.459172,22.2222,13.37,,m
,240.437655,30.460699,22.2222,15.17,,m
,240.714600,20.587624,10.0604,12.56,1.63,M3
Graffias,241.091610,-11.374611,24.3309,4.84,0.45,F6 IV-V
,241.091610,-11.374611,24.3309,5.0,,F6 IV-V
,241.091520,-11.372747,24.3309,7.3,0.75,G8 V
,241.082055,-6.280874,16.5563,15.51,1.89,dM4.5-5
,241.412025,-32.864744,24.3902,9.0,,K1 V
,241.412025,-32.864744,24.3902,11.1,,K5
,241.211985,39.158113,14.3658,14.23,1.72,m
,241.868340,5.964714,23.2558,13.46,,m
,241.808400,26.836947,21.9298,13.33,1.64,m
,242.058840,-10.439781,21.322,14.7,1.7,M2
,241.365240,76.917564,23.8095,12.35,,M1.5
,243.295965,-70.158924,14.2857,13.75,,k-m
,242.855880,13.36966,18.2149,15.09,0.23,DA6
,243.324210,13.526763,24.3605,7.5,,G8 V
,243.589725,-28.508955,16.129,12.96,,M3.5
,243.683625,4.868353,21.2766,13.53,,m
,243.638370,19.10067,17.6991,12.92,1.54,m
,243.668985,33.856722,21.6873,6.72,,G1 V
,243.883755,24.461845,23.8095,11.99,1.51,M2
,245.017980,-37.530714,8.4724,14.15,1.79,M5  :
,244.978785,39.707068,24.4499,11.0,,
,244.598085,75.720584,24.57,14.51,,m
,246.383865,26.026245,15.1515,12.24,,m
,246.698115,-17.393765,11.9048,14.3,,m
,246.972075,9.203848,22.5734,16.13,0.38,DA s
,247.010460,15.564577,24.3902,13.18,,m
,247.108560,36.76969,15.625,13.85,0.17,DZA6
,247.220685,18.413357,19.5312,7.85,,K3 V
,247.680540,-3.9906,22.7273,9.58,1.25,K5
,253.315890,-87.425362,24.3902,14.58,0.22,DA6
,247.895265,17.563151,18.8679,12.78,1.57,k-m
,247.827120,40.863954,10.0,14.79,1.72,m+
,248.219175,9.839464,16.6667,13.05,1.66,m
,248.693880,-53.592898,17.8571,12.0,,m
,248.852100,-27.305035,17.5439,14.2,,m
,249.076185,-49.298494,19.3798,12.38,1.48,M1 :
,248.928060,-30.856818,21.7391,12.68,1.54,M3.5
,248.752575,43.293404,15.0376,14.82,0.42,DA8
,248.593155,57.160243,14.4928,12.9,1.6,dM4  e
,248.601360,57.166948,14.4928,15.0,0.49,DQ8
,248.864130,35.015612,11.4943,12.95,,m
,249.021420,8.810562,15.3374,13.8,1.65,m
,250.201365,-46.00725,9.5602,12.68,1.61,M3
,250.021950,0.704918,11.1982,13.69,1.7,m
,250.368915,-43.987445,18.2482,11.57,1.55,M3
,250.441665,-5.82428,23.2558,12.06,1.5,g-k
,250.322355,31.601207,10.7956,5.4,,K0 V
,250.239750,53.685224,20.79,15.06,0.33,DC7
,250.090425,67.602032,13.2979,15.65,1.95,m
,252.723165,-4.845989,20.8333,13.4,,k
,252.738885,22.450627,10.0,14.08,1.75,m
,253.227600,40.084887,22.2222,13.44,,m
,253.867815,-8.3376,5.7395,9.9,,
,253.897110,-8.395842,5.7395,16.78,1.99,M7
,254.189055,-37.064171,16.7785,11.44,1.51,M1
,254.275515,-4.350405,9.5785,12.28,1.6,dM3.5
,254.289360,21.444217,23.2558,14.06,0.25,DA6
,254.344560,13.468488,23.8095,14.35,,m
,254.722650,-39.561469,19.1205,10.4,,
,254.605485,13.96687,12.987,13.13,,m
,254.471490,47.365919,17.9501,11.19,1.47,
,255.566535,-61.570709,25.0,8.84,1.04,K3 V
,255.260295,8.205783,21.2766,13.43,,m
,254.359395,77.716364,22.2222,12.67,,m
,256.092555,16.929835,17.2712,12.28,1.55,m
,255.849555,51.405844,9.5057,13.56,1.75,k-m
Alrakis,256.330710,54.469093,23.2558,5.63,0.47,F7 V
,256.330710,54.469093,23.2558,13.5,,M3 :
,256.918500,7.367094,12.8205,14.01,1.88,m
,257.030385,2.958323,17.452,15.19,0.46,DZ7
,257.469180,11.923923,19.2308,13.99,,m
,257.967570,-1.853748,10.8015,12.2,,
,258.031065,45.665514,6.3223,10.4,,M3.5
Guniibuu B,258.836010,-26.603215,5.9852,5.07,0.85,K1 Ve
,258.668475,26.926824,25.0,12.35,1.52,m
Onkaria,258.827910,4.961607,12.9199,14.67,1.74,m
,258.960870,18.998838,14.4928,10.36,1.55,M2
,259.434630,-11.835062,20.8333,12.83,1.49,M3
,259.430415,-11.826749,20.8333,12.91,1.49,M3
,259.755720,-46.636603,8.7866,8.69,1.41,M0 V
,259.433070,11.668777,12.6904,15.1,1.88,m
,259.734435,-34.992895,6.9711,7.2,,K5 V
,259.738950,-34.997665,6.9711,10.24,1.57,M2.5
,259.591890,18.147223,18.8679,13.02,,m
,259.971315,26.50097,12.0467,12.97,1.64,dM5  e
,260.248815,-21.115277,17.3974,8.9,,K3
,260.187225,49.254553,17.0358,14.48,1.66,m
,260.475945,21.428229,16.6667,13.84,,m
,262.377435,-80.175898,12.3457,12.1,,m
,261.070155,-4.366224,18.8679,12.19,1.51,M2
,262.049415,-62.458882,12.8205,12.68,1.48,m
,261.543840,1.804922,13.5685,10.9,0.67,
,261.820875,-25.161589,18.8679,13.35,,M3.5
,261.916125,14.483935,19.685,13.69,1.76,m
,262.567410,-51.636093,16.1342,13.31,1.51,m
,262.125045,37.450509,21.2766,13.35,,m
,262.332045,29.389978,23.5849,9.93,,
,262.597650,-1.064706,16.4474,6.2,,G8 IV-V
,263.030895,50.414056,21.2766,12.74,1.47,m
,264.325005,-54.438433,20.8333,15.8,0.46,DA8
,263.741865,61.875387,14.0885,8.06,1.1,K3 V
,264.513765,-30.017331,16.6667,10.94,1.47,k-m
,264.402990,22.096424,21.2766,14.08,,m
,264.454035,22.953162,22.1386,10.22,1.38,
,264.712320,8.023334,20.8333,12.28,1.57,M4
,262.845330,82.091971,14.1044,14.18,1.76,m
,264.881655,27.775136,22.2222,12.72,1.53,M5
,264.663450,61.237423,24.3902,10.28,1.23,dK8
,264.667680,61.23411,24.3902,14.7,,
,265.683525,-41.030673,18.5185,12.55,,M3
,265.546500,-8.819827,23.2019,13.52,1.61,M3
,265.633635,-16.641868,19.4932,13.05,1.55,M2.5
,265.823100,-18.526016,24.8756,12.15,1.43,M2
,266.280570,-8.014997,24.3902,11.48,1.45,g
,266.524815,24.649302,14.4509,12.67,1.51,m
,266.606115,27.715759,8.3998,10.35,1.49,M3   J
,266.606115,27.715759,8.3998,10.8,,M4   K
,267.496605,22.683357,14.881,20.1,,m
,267.562650,23.761898,21.4592,13.5,1.61,M4.5-5
,267.062820,70.874972,6.1425,14.15,0.4,DXP9
,267.876195,14.755253,23.2558,13.71,,m
,268.251825,16.915921,17.5439,12.69,,m
,268.527900,-34.664358,17.8571,13.52,1.64,k
,268.575210,7.377505,16.7224,13.11,1.55,m
,269.050005,4.832527,21.7391,8.0,,dK8
,269.339310,-41.996119,18.8679,11.36,1.51,M3
,268.891245,58.405276,21.5054,17.98,,m
,269.263230,15.777541,14.0845,12.21,,m
,267.604275,82.776822,16.2602,14.3,0.35,DA7
,270.691125,37.515462,11.976,14.85,1.77,m
,271.364850,2.498264,5.086,6.0,1.15,K5 Ve
,271.887045,-15.965789,7.5358,13.63,1.79,m
,271.838340,9.562153,20.5761,14.0,,
,271.758120,30.560584,15.6544,8.45,1.1,K5 V
,271.968270,52.797389,19.685,12.51,1.5,K5
,273.278205,26.029617,13.1579,13.32,,m
,274.867665,-77.053303,20.4082,14.1,,m
,273.931785,18.935371,20.8333,10.84,1.5,M0
,274.077330,1.520938,15.873,12.52,1.61,M5
,274.516740,38.775509,11.3636,11.87,1.58,m
,274.512570,38.775489,11.3636,13.53,1.77,m
,274.311765,68.5458,18.4162,15.39,1.88,m
,275.238345,-1.054264,16.129,12.71,1.66,M3.5
,274.730895,66.192187,7.2833,13.48,1.83,m
,275.526900,6.339692,14.4718,12.58,1.48,M3
,275.328885,61.014146,12.8041,15.65,0.97,DC:9
,276.015150,-13.147641,20.0,15.6,0.42,DA7
,275.870175,28.166966,13.8889,12.49,1.61,M3
,276.022050,1.683412,13.8889,11.84,1.56,g
,275.626185,62.048056,8.244,13.41,1.76,m
,276.266490,24.632165,22.2222,10.79,,M0
,276.601245,11.3471,19.2308,12.85,,m
,277.550190,-58.276292,14.4509,9.85,1.48,M1
,277.587780,54.789391,14.881,15.5,0.49,DXP8
,277.993845,40.684013,12.6582,11.99,,m
,278.650635,40.121916,8.0645,11.42,1.42,M3  p
,278.823120,41.486973,22.7273,11.78,,M2
,278.859975,45.760807,15.4775,13.02,1.6,m
,279.080610,13.606748,11.236,12.46,,M3.5
,279.997155,33.413619,20.4082,13.12,,m
,280.287405,24.784458,7.3529,12.4,1.71,k-m
,280.287390,24.786125,7.3529,14.0,,m
,278.980170,80.092144,18.1818,13.22,1.72,M4  e
,280.405335,39.702656,15.625,13.42,,m
,280.741080,-11.149918,18.8679,14.18,0.15,DA5
,280.684545,13.903141,10.4167,12.81,,m
,280.855515,4.338839,24.7525,14.92,0.14,DA6
,280.841295,40.672072,14.1243,18.23,,m
,281.495805,-28.936016,24.3902,12.65,1.53,k
,282.190635,-61.622182,23.8095,12.8,,m
,281.471160,52.461266,19.9601,15.11,1.85,M1
,282.004200,-14.583825,22.2222,12.13,1.51,k
,282.401295,-57.431817,11.1111,12.7,,m
,283.015575,-60.764653,20.4082,13.4,,m
,282.688335,47.971268,17.2414,12.53,,m
,282.915960,24.455837,21.2766,12.76,,m
,283.526865,-54.358957,25.0,12.3,,m
,283.424655,-38.616057,13.2979,12.7,1.53,sdG0
,283.424445,-38.616127,13.2979,16.0,,
,283.727115,10.973126,16.1031,9.44,1.36,dM0
,283.727115,10.973126,16.1031,12.3,,
,284.379450,-55.99311,12.6358,10.0,,K5 V
,284.290230,7.572499,20.8333,11.2,,m
,284.108160,46.380496,21.2766,13.95,,m
,284.255385,32.900837,14.979,7.7,,K1 V
,284.074785,54.497019,23.8095,12.04,1.56,m
,285.818460,-13.569937,18.8324,14.85,1.56,M4  :
,285.041610,70.665069,13.369,13.2,0.05,DXP5
,285.615105,70.428202,23.8095,12.54,,m
,285.822360,63.994888,25.0,10.6,1.42,M0
,286.602705,-37.06474,17.8923,5.0,,F8 V
,286.924995,32.543654,8.1566,11.86,1.7,M3.5 J
,286.924995,32.543654,8.1566,12.16,,M5   K
,287.066790,26.582558,17.2414,15.16,1.91,m
,287.334390,-14.750686,21.322,12.02,1.5,M3
,287.123370,32.278403,12.3457,11.8,,m
,287.335470,39.197253,18.1818,11.33,1.53,M0
,287.464920,17.665659,10.6838,13.52,1.85,k-m
,287.660280,1.535425,24.3902,12.18,1.5,g
,290.003685,-82.564103,15.873,12.7,,M3.5
,288.246255,-39.038781,19.2308,12.7,,M3
,288.120690,35.562539,17.2414,12.01,1.56,m
,288.023685,49.854916,22.9885,6.57,0.65,G6 V
,288.664860,19.304045,20.8768,13.27,,M3.5
,289.178940,-45.891716,15.7654,10.1,,
,289.242150,5.148625,5.8734,17.52,2.2,dM5  e
,290.196780,-45.55959,5.6915,12.23,1.68,M4.5
,289.742805,38.721926,11.6822,14.57,0.44,DC7
,290.137635,-7.664758,11.2259,12.12,1.63,dM5
,290.417925,14.674922,19.6464,13.01,0.06,DA5
,290.411055,20.865867,10.1626,13.38,1.71,k-m
,290.510580,7.042785,10.929,12.35,1.69,m
,290.668365,29.42962,21.0084,15.37,1.82,m
,291.286095,28.353942,14.9254,12.48,1.56,M3.5
,291.713580,16.714318,17.5439,13.09,,m
,291.064005,75.554496,11.0254,15.37,1.94,m+
,292.270140,7.159109,21.2766,10.71,1.41,K7
,293.680320,-62.846406,16.6113,12.17,1.48,m+
,293.415975,39.524774,16.6667,11.7,,M2.5
,293.773020,8.459017,20.8333,12.52,1.52,
,293.724195,53.255906,17.5439,12.2,1.64,M3
,294.110190,50.220826,18.5943,13.0,,
,294.304215,27.719451,17.9856,12.98,0.17,DAV5
,295.473165,3.152245,23.4192,12.88,1.6,m
,296.816895,-71.09305,24.3902,13.9,,m
,296.387310,33.600682,20.3707,8.54,,K3 V
,296.441265,27.124783,10.7411,12.91,1.72,dM4.5 J
,296.441265,27.124783,10.7411,13.4,,
,296.599455,32.015188,13.3511,11.1,1.52,M2  :
,296.616015,33.729877,20.8594,8.56,1.04,dK6
,297.509700,32.583227,17.094,12.41,1.62,M3
,297.568860,31.781177,23.8095,12.88,,m
,297.756825,10.41519,19.3911,13.1,,M3
,297.787440,46.481542,11.919,12.83,1.64,m
,298.386855,34.140312,21.7391,11.63,,m
,298.511775,32.562981,24.3902,12.43,,m
,298.473330,44.414534,4.717,13.41,1.9,M5.5 V e
,298.477500,44.414552,4.717,14.01,1.98,m
,298.826310,6.404961,13.708,11.4,,M3
,299.122725,-1.043224,11.6144,13.7,0.28,DA6
,299.348370,-12.56533,18.8964,15.36,,m
,299.103525,59.154584,25.0,13.5,1.48,m
,299.565240,2.033565,15.8479,11.95,1.55,k
,301.010640,-65.60169,13.4048,11.35,1.48,m
,301.010640,-65.60169,13.4048,12.82,1.56,m
,301.027290,-31.69849,20.0,14.5,,m
,300.997215,-8.13132,16.6667,13.4,,k-m
,300.958755,5.994821,12.6743,12.09,1.6,k-m
,300.858150,29.865055,15.8932,14.37,1.67,M4  :
,301.393740,-10.949194,17.4825,16.87,1.04,DC9
,301.028325,54.465667,18.5185,7.72,0.94,dK0
,301.432605,52.969738,18.1818,13.16,,m
,301.938240,-31.754582,14.6007,12.5,1.63,M3.5
,301.989030,-1.545386,20.4082,13.55,1.62,k-m
,302.077065,33.300964,21.3675,14.88,1.82,m
,302.574495,-21.780479,16.9492,14.44,0.19,DA6
,302.731680,-25.587269,22.2222,14.98,,m
,302.798685,-36.102643,6.0518,11.5,,M3.5
,302.804250,16.183883,20.4792,13.94,1.62,dM
,302.855400,38.399094,24.3902,7.95,0.86,G8 V
,303.493350,6.684739,22.5225,13.19,1.54,dM5
,303.480735,6.709687,22.5225,15.72,0.37,DA7
,304.703145,15.838643,17.2414,11.79,,m
,304.913850,8.004681,22.2222,12.92,,m
,307.006755,-76.688139,16.9492,13.82,1.74,M4.5
,306.929280,-56.448454,23.8095,12.23,1.45,m
,306.732375,27.516665,23.2558,12.27,,m
,306.520335,58.57218,9.2937,14.04,1.79,M5
,307.449645,9.688571,8.7566,13.05,1.65,dM6  e
,307.859670,38.560552,15.0602,13.48,1.76,M4
,308.428935,23.368725,22.2222,12.93,,m
,308.591640,25.064026,14.4092,11.52,-0.07,DA3
,308.410065,61.751254,16.0,12.52,1.52,m
